20.10.19 05:17:39.600 37.663063N 122.489326W 29.58C 1005.26| 0.00C 0.00| 0.00C 0.00| dv<1.29 0.73 9.61> r<0.03 -0.00 0.01>
20.10.19 05:22:04.700 37.663101N 122.489273W 28.61C 1005.30| 25.82C 1004.42| 0.00C 0.00| dv<1.24 0.76 9.66> r<0.02 -0.00 0.01>
20.10.19 05:22:04.800 37.663101N 122.489273W 28.62C 1005.28| 25.82C 1004.42| 0.00C 0.00| dv<1.22 0.75 9.66> r<0.03 -0.00 0.01>
20.10.19 05:22:04.900 37.663101N 122.489273W 28.61C 1005.26| 25.81C 1004.41| 0.00C 0.00| dv<1.26 0.70 9.62> r<0.02 -0.04 0.01>
20.10.19 05:22:05.000 37.663101N 122.489273W 28.61C 1005.27| 25.82C 1004.40| 0.00C 0.00| dv<1.26 0.73 9.60> r<0.02 0.00 0.01>
20.10.19 05:22:05.100 37.663101N 122.489273W 28.61C 1005.28| 25.82C 1004.41| 0.00C 0.00| dv<1.27 0.71 9.69> r<0.02 -0.00 0.01>
20.10.19 05:22:05.200 37.663101N 122.489273W 28.61C 1005.29| 25.82C 1004.39| 0.00C 0.00| dv<1.26 0.70 9.65> r<0.02 -0.00 0.01>
20.10.19 05:22:05.300 37.663101N 122.489273W 28.61C 1005.27| 25.82C 1004.41| 0.00C 0.00| dv<1.25 0.74 9.61> r<0.02 -0.00 0.01>
20.10.19 05:22:05.400 37.663101N 122.489273W 28.61C 1005.26| 25.82C 1004.42| 0.00C 0.00| dv<1.25 0.74 9.58> r<0.02 -0.00 0.01>
20.10.19 05:22:05.500 37.663101N 122.489273W 28.61C 1005.28| 25.82C 1004.43| 0.00C 0.00| dv<1.28 0.73 9.61> r<0.02 -0.00 0.01>
20.10.19 05:22:05.600 37.663101N 122.489273W 28.61C 1005.32| 25.82C 1004.41| 0.00C 0.00| dv<1.25 0.74 9.61> r<0.02 0.00 0.01>
20.10.19 05:22:05.700 37.663101N 122.489273W 28.61C 1005.29| 25.83C 1004.42| 0.00C 0.00| dv<1.29 0.71 9.67> r<0.03 -0.00 0.01>
20.10.19 05:22:05.800 37.663101N 122.489273W 28.61C 1005.28| 25.83C 1004.42| 0.00C 0.00| dv<1.24 0.71 9.64> r<0.03 0.00 0.01>
20.10.19 05:22:05.900 37.663101N 122.489273W 28.61C 1005.29| 25.82C 1004.43| 0.00C 0.00| dv<1.29 0.74 9.60> r<0.03 0.00 0.01>
20.10.19 05:22:06.000 37.663101N 122.489273W 28.60C 1005.28| 25.82C 1004.40| 0.00C 0.00| dv<1.26 0.74 9.62> r<0.03 -0.00 0.01>
20.10.19 05:22:06.100 37.663101N 122.489273W 28.60C 1005.30| 25.82C 1004.41| 0.00C 0.00| dv<1.22 0.73 9.63> r<0.02 0.01 0.01>
20.10.19 05:22:06.200 37.663101N 122.489273W 28.60C 1005.26| 25.82C 1004.41| 0.00C 0.00| dv<1.22 0.68 9.65> r<0.03 -0.00 0.01>
20.10.19 05:22:06.300 37.663101N 122.489273W 28.60C 1005.28| 25.82C 1004.42| 0.00C 0.00| dv<1.27 0.70 9.72> r<0.02 -0.00 0.01>
20.10.19 05:22:06.400 37.663101N 122.489273W 28.60C 1005.29| 25.82C 1004.42| 0.00C 0.00| dv<1.28 0.69 9.69> r<0.02 -0.00 0.01>
20.10.19 05:22:06.500 37.663101N 122.489273W 28.60C 1005.27| 25.82C 1004.42| 0.00C 0.00| dv<1.25 0.73 9.70> r<0.02 0.00 0.01>
20.10.19 05:22:06.600 37.663101N 122.489273W 28.60C 1005.28| 25.81C 1004.40| 0.00C 0.00| dv<1.26 0.71 9.65> r<0.02 0.00 0.01>
20.10.19 05:22:06.700 37.663101N 122.489273W 28.60C 1005.31| 25.82C 1004.43| 0.00C 0.00| dv<1.21 0.73 9.64> r<0.02 0.00 0.01>
20.10.19 05:22:06.800 37.663101N 122.489273W 28.59C 1005.26| 25.82C 1004.40| 0.00C 0.00| dv<1.22 0.71 9.64> r<0.03 -0.00 0.01>
20.10.19 05:22:06.900 37.663101N 122.489273W 28.59C 1005.28| 25.82C 1004.42| 0.00C 0.00| dv<1.25 0.73 9.66> r<0.03 -0.00 0.01>
20.10.19 05:22:07.000 37.663101N 122.489273W 28.59C 1005.31| 25.82C 1004.41| 0.00C 0.00| dv<1.27 0.72 9.67> r<0.03 -0.00 0.01>
20.10.19 05:22:07.100 37.663101N 122.489273W 28.60C 1005.30| 25.81C 1004.42| 0.00C 0.00| dv<1.27 0.73 9.63> r<0.03 -0.00 0.01>
20.10.19 05:22:07.200 37.663101N 122.489273W 28.59C 1005.28| 25.82C 1004.40| 0.00C 0.00| dv<1.23 0.72 9.62> r<0.02 0.00 0.01>
20.10.19 05:22:07.300 37.663101N 122.489273W 28.59C 1005.28| 25.82C 1004.41| 0.00C 0.00| dv<1.26 0.72 9.67> r<0.02 -0.00 0.01>
20.10.19 05:22:07.400 37.663101N 122.489273W 28.59C 1005.26| 25.82C 1004.40| 0.00C 0.00| dv<1.24 0.73 9.65> r<0.03 -0.00 0.01>
20.10.19 05:22:07.500 37.663101N 122.489273W 28.59C 1005.30| 25.82C 1004.41| 0.00C 0.00| dv<1.23 0.72 9.65> r<0.03 -0.00 0.01>
20.10.19 05:22:07.600 37.663101N 122.489273W 28.59C 1005.27| 25.82C 1004.39| 0.00C 0.00| dv<1.24 0.70 9.61> r<0.03 0.00 0.01>
20.10.19 05:22:07.700 37.663101N 122.489273W 28.59C 1005.30| 25.82C 1004.41| 0.00C 0.00| dv<1.24 0.73 9.64> r<0.02 -0.01 0.01>
20.10.19 05:22:07.800 37.663101N 122.489273W 28.59C 1005.29| 25.82C 1004.39| 0.00C 0.00| dv<1.23 0.73 9.66> r<0.03 0.00 0.01>
20.10.19 05:22:07.900 37.663101N 122.489273W 28.59C 1005.27| 25.82C 1004.40| 0.00C 0.00| dv<1.25 0.72 9.65> r<0.03 -0.00 0.01>
20.10.19 05:22:08.000 37.663101N 122.489273W 28.59C 1005.26| 25.82C 1004.40| 0.00C 0.00| dv<1.26 0.72 9.62> r<0.03 -0.00 0.01>
20.10.19 05:22:08.100 37.663101N 122.489273W 28.59C 1005.27| 25.82C 1004.41| 0.00C 0.00| dv<1.29 0.82 9.68> r<0.03 -0.00 0.01>
20.10.19 05:22:08.200 37.663101N 122.489273W 28.59C 1005.28| 25.82C 1004.40| 0.00C 0.00| dv<1.28 0.71 9.68> r<0.02 -0.00 0.01>
20.10.19 05:22:08.300 37.663101N 122.489273W 28.59C 1005.29| 25.83C 1004.41| 0.00C 0.00| dv<1.25 0.75 9.62> r<0.02 0.00 0.01>
20.10.19 05:22:08.400 37.663101N 122.489273W 28.59C 1005.26| 25.83C 1004.43| 0.00C 0.00| dv<1.25 0.74 9.66> r<0.02 -0.00 0.01>
20.10.19 05:22:08.500 37.663101N 122.489273W 28.59C 1005.28| 25.83C 1004.41| 0.00C 0.00| dv<1.28 0.74 9.63> r<0.03 -0.00 0.01>
20.10.19 05:22:08.600 37.663101N 122.489273W 28.58C 1005.28| 25.83C 1004.40| 0.00C 0.00| dv<1.27 0.71 9.60> r<0.03 0.00 0.01>
20.10.19 05:22:08.700 37.663101N 122.489273W 28.58C 1005.27| 25.83C 1004.40| 0.00C 0.00| dv<1.28 0.73 9.64> r<0.03 -0.00 0.01>
20.10.19 05:22:08.800 37.663101N 122.489273W 28.58C 1005.29| 25.83C 1004.39| 0.00C 0.00| dv<1.29 0.74 9.63> r<0.02 -0.00 0.01>
20.10.19 05:22:08.900 37.663101N 122.489273W 28.58C 1005.25| 25.83C 1004.44| 0.00C 0.00| dv<1.27 0.72 9.63> r<0.03 -0.00 0.01>
20.10.19 05:22:09.000 37.663101N 122.489273W 28.58C 1005.29| 25.83C 1004.41| 0.00C 0.00| dv<1.27 0.72 9.61> r<0.02 -0.00 0.01>
20.10.19 05:22:09.100 37.663101N 122.489273W 28.58C 1005.30| 25.83C 1004.37| 0.00C 0.00| dv<1.25 0.74 9.64> r<0.03 -0.00 0.01>
20.10.19 05:22:09.200 37.663101N 122.489273W 28.58C 1005.30| 25.82C 1004.41| 0.00C 0.00| dv<1.26 0.73 9.60> r<0.03 0.00 0.01>
20.10.19 05:22:09.300 37.663101N 122.489273W 28.59C 1005.30| 25.82C 1004.40| 0.00C 0.00| dv<1.27 0.73 9.61> r<0.03 0.00 0.01>
20.10.19 05:22:09.400 37.663101N 122.489273W 28.58C 1005.30| 25.83C 1004.40| 0.00C 0.00| dv<1.28 0.73 9.62> r<0.02 -0.00 0.01>
20.10.19 05:22:09.500 37.663101N 122.489273W 28.58C 1005.30| 25.83C 1004.39| 0.00C 0.00| dv<1.27 0.75 9.67> r<0.02 -0.00 0.01>
20.10.19 05:22:09.600 37.663101N 122.489273W 28.58C 1005.28| 25.82C 1004.38| 0.00C 0.00| dv<1.25 0.73 9.66> r<0.03 -0.00 0.01>
20.10.19 05:22:09.700 37.663101N 122.489273W 28.58C 1005.30| 25.82C 1004.38| 0.00C 0.00| dv<1.25 0.72 9.62> r<0.03 -0.00 0.01>
20.10.19 05:22:09.800 37.663101N 122.489273W 28.58C 1005.27| 25.82C 1004.42| 0.00C 0.00| dv<1.25 0.72 9.66> r<0.02 -0.00 0.01>
20.10.19 05:22:09.900 37.663101N 122.489273W 28.58C 1005.26| 25.83C 1004.41| 0.00C 0.00| dv<1.24 0.74 9.65> r<0.02 -0.00 0.01>
20.10.19 05:22:10.000 37.663101N 122.489273W 28.58C 1005.28| 25.83C 1004.41| 0.00C 0.00| dv<1.25 0.73 9.67> r<0.02 -0.00 0.01>
20.10.19 05:22:10.100 37.663101N 122.489273W 28.58C 1005.29| 25.83C 1004.42| 0.00C 0.00| dv<1.27 0.72 9.64> r<0.02 -0.00 0.01>
20.10.19 05:22:10.200 37.663101N 122.489273W 28.58C 1005.29| 25.83C 1004.39| 0.00C 0.00| dv<1.25 0.73 9.62> r<0.02 -0.00 0.01>
20.10.19 05:22:10.300 37.663101N 122.489273W 28.58C 1005.31| 25.83C 1004.40| 0.00C 0.00| dv<1.24 0.74 9.63> r<0.02 -0.00 0.01>
20.10.19 05:22:10.400 37.663101N 122.489273W 28.58C 1005.29| 25.83C 1004.42| 0.00C 0.00| dv<1.24 0.74 9.61> r<0.02 -0.00 0.01>
20.10.19 05:22:10.500 37.663101N 122.489273W 28.58C 1005.26| 25.83C 1004.41| 0.00C 0.00| dv<1.26 0.71 9.65> r<0.03 -0.00 0.01>
20.10.19 05:22:10.600 37.663101N 122.489273W 28.58C 1005.28| 25.83C 1004.43| 0.00C 0.00| dv<1.27 0.69 9.67> r<0.03 -0.00 0.01>
20.10.19 05:22:10.700 37.663101N 122.489273W 28.58C 1005.29| 25.83C 1004.38| 0.00C 0.00| dv<1.28 0.70 9.67> r<0.03 -0.00 0.01>
20.10.19 05:22:10.800 37.663101N 122.489273W 28.58C 1005.26| 25.84C 1004.44| 0.00C 0.00| dv<1.25 0.75 9.68> r<0.03 0.00 0.01>
20.10.19 05:22:10.900 37.663101N 122.489273W 28.58C 1005.27| 25.84C 1004.39| 0.00C 0.00| dv<1.30 0.70 9.65> r<0.03 0.00 0.01>
20.10.19 05:22:11.000 37.663101N 122.489273W 28.58C 1005.31| 25.83C 1004.41| 0.00C 0.00| dv<1.23 0.74 9.62> r<0.02 -0.00 0.01>
20.10.19 05:22:11.100 37.663101N 122.489273W 28.57C 1005.29| 25.82C 1004.38| 0.00C 0.00| dv<1.26 0.76 9.62> r<0.03 -0.00 0.01>
20.10.19 05:22:11.200 37.663101N 122.489273W 28.58C 1005.27| 25.83C 1004.41| 0.00C 0.00| dv<1.24 0.73 9.61> r<0.03 -0.00 0.01>
20.10.19 05:22:11.300 37.663101N 122.489273W 28.57C 1005.29| 25.83C 1004.40| 0.00C 0.00| dv<1.24 0.72 9.62> r<0.02 -0.00 0.01>
20.10.19 05:22:11.400 37.663101N 122.489273W 28.58C 1005.27| 25.82C 1004.39| 0.00C 0.00| dv<0.95 0.72 9.68> r<0.03 -0.00 0.01>
20.10.19 05:22:11.500 37.663101N 122.489273W 28.58C 1005.28| 25.83C 1004.41| 0.00C 0.00| dv<1.24 0.71 9.61> r<0.02 -0.00 0.01>
20.10.19 05:22:11.600 37.663101N 122.489273W 28.58C 1005.29| 25.82C 1004.40| 0.00C 0.00| dv<1.25 0.72 9.67> r<0.02 -0.00 0.01>
20.10.19 05:22:11.700 37.663101N 122.489273W 28.57C 1005.29| 25.82C 1004.41| 0.00C 0.00| dv<1.26 0.75 9.62> r<0.03 -0.00 0.01>
20.10.19 05:22:11.800 37.663101N 122.489273W 28.57C 1005.28| 25.83C 1004.40| 0.00C 0.00| dv<1.24 0.73 9.64> r<0.02 -0.00 0.01>
20.10.19 05:22:11.900 37.663101N 122.489273W 28.57C 1005.30| 25.83C 1004.40| 0.00C 0.00| dv<1.27 0.71 9.65> r<0.02 -0.00 0.01>
20.10.19 05:22:12.000 37.663101N 122.489273W 28.57C 1005.28| 25.82C 1004.39| 0.00C 0.00| dv<1.28 0.73 9.67> r<0.03 -0.00 0.01>
20.10.19 05:22:12.100 37.663101N 122.489273W 28.57C 1005.30| 25.83C 1004.41| 0.00C 0.00| dv<1.22 0.72 9.66> r<0.02 -0.00 0.01>
20.10.19 05:22:12.200 37.663101N 122.489273W 28.57C 1005.28| 25.83C 1004.40| 0.00C 0.00| dv<1.24 0.70 9.64> r<0.02 -0.00 0.01>
20.10.19 05:22:12.300 37.663101N 122.489273W 28.57C 1005.29| 25.83C 1004.41| 0.00C 0.00| dv<1.26 0.71 9.63> r<0.02 0.00 0.01>
20.10.19 05:22:12.400 37.663101N 122.489273W 28.57C 1005.28| 25.83C 1004.40| 0.00C 0.00| dv<1.27 0.73 9.63> r<0.02 0.00 0.01>
20.10.19 05:22:12.500 37.663101N 122.489273W 28.57C 1005.28| 25.83C 1004.40| 0.00C 0.00| dv<1.26 0.73 9.63> r<0.03 -0.00 0.01>
20.10.19 05:22:12.600 37.663101N 122.489273W 28.57C 1005.29| 25.84C 1004.40| 0.00C 0.00| dv<1.27 0.74 9.59> r<0.02 0.00 0.01>
20.10.19 05:22:12.700 37.663101N 122.489273W 28.57C 1005.28| 25.83C 1004.41| 0.00C 0.00| dv<1.28 0.72 9.69> r<0.02 -0.00 0.01>
20.10.19 05:22:12.800 37.663101N 122.489273W 28.57C 1005.25| 25.83C 1004.41| 0.00C 0.00| dv<1.21 0.71 9.60> r<0.03 0.00 0.01>
20.10.19 05:22:12.900 37.663101N 122.489273W 28.57C 1005.28| 25.83C 1004.38| 0.00C 0.00| dv<1.28 0.72 9.68> r<0.03 -0.00 0.01>
20.10.19 05:22:13.000 37.663101N 122.489273W 28.57C 1005.27| 25.84C 1004.41| 0.00C 0.00| dv<1.22 0.77 9.61> r<0.03 -0.00 0.01>
20.10.19 05:22:13.100 37.663101N 122.489273W 28.56C 1005.29| 25.84C 1004.42| 0.00C 0.00| dv<1.27 0.72 9.65> r<0.03 -0.00 0.01>
20.10.19 05:22:13.200 37.663101N 122.489273W 28.57C 1005.26| 25.83C 1004.40| 0.00C 0.00| dv<1.27 0.74 9.63> r<0.02 -0.00 0.01>
20.10.19 05:22:13.300 37.663101N 122.489273W 28.56C 1005.28| 25.82C 1004.38| 0.00C 0.00| dv<1.26 0.73 9.63> r<0.02 0.00 0.01>
20.10.19 05:22:13.400 37.663101N 122.489273W 28.56C 1005.28| 25.83C 1004.41| 0.00C 0.00| dv<1.34 0.74 9.57> r<0.02 -0.00 0.01>
20.10.19 05:22:13.500 37.663101N 122.489273W 28.56C 1005.30| 25.83C 1004.42| 0.00C 0.00| dv<1.27 0.71 9.62> r<0.03 0.00 0.01>
20.10.19 05:22:13.600 37.663101N 122.489273W 28.56C 1005.31| 25.83C 1004.42| 0.00C 0.00| dv<1.25 0.70 9.68> r<0.02 -0.00 0.01>
20.10.19 05:22:13.700 37.663101N 122.489273W 28.56C 1005.31| 25.83C 1004.41| 0.00C 0.00| dv<1.28 0.70 9.69> r<0.03 -0.01 0.01>
20.10.19 05:22:13.800 37.663101N 122.489273W 28.56C 1005.30| 25.83C 1004.40| 0.00C 0.00| dv<1.22 0.72 9.60> r<0.03 -0.00 0.01>
20.10.19 05:22:13.900 37.663101N 122.489273W 28.56C 1005.25| 25.83C 1004.41| 0.00C 0.00| dv<1.27 0.70 9.64> r<0.02 -0.00 0.01>
20.10.19 05:22:14.000 37.663101N 122.489273W 28.56C 1005.27| 25.83C 1004.40| 0.00C 0.00| dv<1.20 0.78 9.80> r<0.02 0.01 0.01>
20.10.19 05:22:14.100 37.663101N 122.489273W 28.56C 1005.30| 25.83C 1004.41| 0.00C 0.00| dv<1.23 0.77 9.70> r<0.03 0.00 0.01>
20.10.19 05:22:14.200 37.663101N 122.489273W 28.56C 1005.29| 25.83C 1004.42| 0.00C 0.00| dv<1.22 0.74 9.63> r<0.02 -0.00 0.01>
20.10.19 05:22:14.300 37.663101N 122.489273W 28.55C 1005.28| 25.83C 1004.42| 0.00C 0.00| dv<1.24 0.71 9.66> r<0.02 0.00 0.01>
20.10.19 05:22:14.400 37.663101N 122.489273W 28.56C 1005.29| 25.83C 1004.41| 0.00C 0.00| dv<1.25 0.72 9.72> r<0.02 0.00 0.01>
20.10.19 05:22:14.500 37.663101N 122.489273W 28.56C 1005.29| 25.82C 1004.40| 0.00C 0.00| dv<1.25 0.74 9.71> r<0.02 -0.00 0.01>
20.10.19 05:22:14.600 37.663101N 122.489273W 28.56C 1005.27| 25.82C 1004.41| 0.00C 0.00| dv<1.31 0.70 9.61> r<0.03 -0.00 0.01>
20.10.19 05:22:14.700 37.663101N 122.489273W 28.56C 1005.28| 25.83C 1004.41| 0.00C 0.00| dv<1.24 0.73 9.65> r<0.03 -0.00 0.01>
20.10.19 05:22:14.800 37.663101N 122.489273W 28.56C 1005.26| 25.83C 1004.41| 0.00C 0.00| dv<1.25 0.73 9.73> r<0.03 -0.00 0.01>
20.10.19 05:22:14.900 37.663101N 122.489273W 28.56C 1005.29| 25.83C 1004.41| 0.00C 0.00| dv<1.22 0.70 9.64> r<0.02 -0.00 0.01>
20.10.19 05:22:15.000 37.663101N 122.489273W 28.56C 1005.30| 25.83C 1004.41| 0.00C 0.00| dv<1.26 0.72 9.63> r<0.02 -0.00 0.01>
20.10.19 05:22:15.100 37.663101N 122.489273W 28.56C 1005.29| 25.83C 1004.42| 0.00C 0.00| dv<1.26 0.74 9.63> r<0.02 0.00 0.01>
20.10.19 05:22:15.200 37.663101N 122.489273W 28.55C 1005.30| 25.82C 1004.41| 0.00C 0.00| dv<1.24 0.72 9.62> r<0.03 0.00 0.01>
20.10.19 05:22:15.300 37.663101N 122.489273W 28.56C 1005.30| 25.82C 1004.41| 0.00C 0.00| dv<1.25 0.72 9.61> r<0.02 -0.00 0.01>
20.10.19 05:22:15.400 37.663101N 122.489273W 28.56C 1005.29| 25.82C 1004.40| 0.00C 0.00| dv<1.22 0.71 9.63> r<0.03 0.00 0.01>
20.10.19 05:22:15.500 37.663101N 122.489273W 28.56C 1005.30| 25.82C 1004.41| 0.00C 0.00| dv<1.24 0.73 9.66> r<0.03 -0.00 0.01>
20.10.19 05:22:15.600 37.663101N 122.489273W 28.55C 1005.25| 25.83C 1004.41| 0.00C 0.00| dv<1.24 0.75 9.66> r<0.03 -0.00 0.01>
20.10.19 05:22:15.700 37.663101N 122.489273W 28.55C 1005.29| 25.83C 1004.42| 0.00C 0.00| dv<1.24 0.68 9.62> r<0.02 -0.00 0.01>
20.10.19 05:22:15.800 37.663101N 122.489273W 28.55C 1005.30| 25.83C 1004.40| 0.00C 0.00| dv<1.23 0.73 9.63> r<0.02 -0.00 0.01>
20.10.19 05:22:15.900 37.663101N 122.489273W 28.55C 1005.30| 25.83C 1004.40| 0.00C 0.00| dv<1.27 0.73 9.65> r<0.02 -0.04 0.01>
20.10.19 05:22:16.000 37.663101N 122.489273W 28.55C 1005.26| 25.83C 1004.41| 0.00C 0.00| dv<1.24 0.69 9.70> r<0.03 -0.00 0.01>
20.10.19 05:22:16.100 37.663101N 122.489273W 28.55C 1005.29| 25.83C 1004.42| 0.00C 0.00| dv<1.19 0.73 9.58> r<0.02 0.00 0.01>
20.10.19 05:22:16.200 37.663101N 122.489273W 28.55C 1005.29| 25.83C 1004.41| 0.00C 0.00| dv<1.25 0.74 9.66> r<0.02 0.00 0.01>
20.10.19 05:22:16.300 37.663101N 122.489273W 28.55C 1005.29| 25.83C 1004.41| 0.00C 0.00| dv<1.28 0.74 9.65> r<0.02 0.00 0.01>
20.10.19 05:22:16.400 37.663101N 122.489273W 28.55C 1005.29| 25.83C 1004.42| 0.00C 0.00| dv<1.26 0.71 9.70> r<0.03 0.00 0.01>
20.10.19 05:22:16.500 37.663101N 122.489273W 28.54C 1005.28| 25.83C 1004.40| 0.00C 0.00| dv<1.23 0.72 9.64> r<0.03 -0.00 0.01>
20.10.19 05:22:16.600 37.663101N 122.489273W 28.54C 1005.29| 25.83C 1004.41| 0.00C 0.00| dv<1.24 0.73 9.64> r<0.02 0.00 0.01>
20.10.19 05:22:16.700 37.663101N 122.489273W 28.54C 1005.30| 25.83C 1004.39| 0.00C 0.00| dv<1.28 0.70 9.63> r<0.02 -0.00 0.01>
20.10.19 05:22:16.800 37.663101N 122.489273W 28.54C 1005.28| 25.83C 1004.41| 0.00C 0.00| dv<1.26 0.73 9.64> r<0.03 -0.00 0.01>
20.10.19 05:22:16.900 37.663101N 122.489273W 28.54C 1005.29| 25.83C 1004.40| 0.00C 0.00| dv<1.28 0.75 9.65> r<0.03 -0.00 0.01>
20.10.19 05:22:17.000 37.663101N 122.489273W 28.54C 1005.29| 25.82C 1004.41| 0.00C 0.00| dv<1.25 0.75 9.64> r<0.02 -0.00 0.01>
20.10.19 05:22:17.100 37.663101N 122.489273W 28.54C 1005.30| 25.83C 1004.40| 0.00C 0.00| dv<1.25 0.71 9.64> r<0.03 0.04 0.01>
20.10.19 05:22:17.200 37.663109N 122.489273W 28.54C 1005.31| 25.83C 1004.42| 0.00C 0.00| dv<1.24 0.70 9.64> r<0.02 0.04 0.01>
20.10.19 05:22:17.300 37.663109N 122.489273W 28.54C 1005.28| 25.82C 1004.40| 0.00C 0.00| dv<1.30 0.75 9.59> r<0.02 -0.00 0.01>
20.10.19 05:22:17.400 37.663109N 122.489273W 28.54C 1005.27| 25.83C 1004.40| 0.00C 0.00| dv<1.26 0.73 9.70> r<0.02 0.00 0.01>
20.10.19 05:22:17.500 37.663109N 122.489273W 28.54C 1005.31| 25.84C 1004.40| 0.00C 0.00| dv<1.26 0.75 9.60> r<0.03 -0.00 0.01>
20.10.19 05:22:17.600 37.663109N 122.489273W 28.54C 1005.29| 25.84C 1004.42| 0.00C 0.00| dv<1.26 0.73 9.64> r<0.03 -0.00 0.01>
20.10.19 05:22:17.700 37.663109N 122.489273W 28.54C 1005.31| 25.84C 1004.40| 0.00C 0.00| dv<1.28 0.71 9.64> r<0.02 0.00 0.01>
20.10.19 05:22:17.800 37.663109N 122.489273W 28.54C 1005.29| 25.85C 1004.43| 0.00C 0.00| dv<1.25 0.74 9.66> r<0.03 -0.00 0.01>
20.10.19 05:22:17.900 37.663109N 122.489273W 28.53C 1005.29| 25.85C 1004.41| 0.00C 0.00| dv<1.26 0.73 9.73> r<0.02 -0.00 0.01>
20.10.19 05:22:18.000 37.663109N 122.489273W 28.54C 1005.29| 25.84C 1004.42| 0.00C 0.00| dv<1.25 0.72 9.65> r<0.03 0.00 0.01>
20.10.19 05:22:18.100 37.663109N 122.489273W 28.54C 1005.31| 25.85C 1004.41| 0.00C 0.00| dv<1.26 0.72 9.61> r<0.02 -0.00 0.01>
20.10.19 05:22:18.200 37.663109N 122.489273W 28.53C 1005.28| 25.85C 1004.42| 0.00C 0.00| dv<1.22 0.75 9.60> r<0.02 0.00 0.01>
20.10.19 05:22:18.300 37.663109N 122.489273W 28.53C 1005.29| 25.85C 1004.41| 0.00C 0.00| dv<1.26 0.75 9.68> r<0.03 -0.00 0.01>
20.10.19 05:22:18.400 37.663109N 122.489273W 28.53C 1005.30| 25.85C 1004.39| 0.00C 0.00| dv<1.27 0.69 9.68> r<0.02 -0.00 0.01>
20.10.19 05:22:18.500 37.663109N 122.489273W 28.53C 1005.30| 25.84C 1004.41| 0.00C 0.00| dv<1.24 0.71 9.64> r<0.03 -0.00 0.01>
20.10.19 05:22:18.600 37.663109N 122.489273W 28.53C 1005.28| 25.84C 1004.40| 23.36C 1005.75| dv<1.50 0.70 9.69> r<0.03 -0.00 0.01>
20.10.19 05:22:18.700 37.663109N 122.489273W 28.53C 1005.27| 25.84C 1004.40| 23.40C 1005.80| dv<1.21 0.71 9.68> r<0.03 0.00 0.01>
20.10.19 05:22:18.800 37.663109N 122.489273W 28.53C 1005.29| 25.84C 1004.35| 23.44C 1005.79| dv<1.27 0.70 9.69> r<0.02 0.00 0.01>
20.10.19 05:22:18.900 37.663109N 122.489273W 28.52C 1005.31| 25.83C 1004.39| 23.45C 1005.83| dv<1.25 0.72 9.69> r<0.02 -0.00 0.01>
20.10.19 05:22:19.000 37.663109N 122.489273W 28.53C 1005.30| 25.84C 1004.41| 23.45C 1005.84| dv<1.25 0.69 9.71> r<0.02 0.00 0.01>
20.10.19 05:22:19.100 37.663109N 122.489273W 28.53C 1005.29| 25.84C 1004.41| 23.44C 1005.87| dv<1.24 0.71 9.57> r<0.02 -0.00 0.01>
20.10.19 05:22:19.200 37.663109N 122.489273W 28.52C 1005.27| 25.84C 1004.42| 23.41C 1005.91| dv<0.96 0.69 9.68> r<0.02 -0.00 0.01>
20.10.19 05:22:19.300 37.663109N 122.489273W 28.52C 1005.29| 25.84C 1004.40| 23.40C 1005.87| dv<1.27 0.72 9.61> r<0.02 0.00 0.01>
20.10.19 05:22:19.400 37.663109N 122.489273W 28.52C 1005.28| 25.83C 1004.40| 23.36C 1005.89| dv<1.27 0.73 9.64> r<0.03 0.00 0.01>
20.10.19 05:22:19.500 37.663109N 122.489273W 28.52C 1005.30| 25.84C 1004.40| 23.35C 1005.87| dv<1.25 0.71 9.65> r<0.03 0.04 0.01>
20.10.19 05:22:19.600 37.663109N 122.489273W 28.52C 1005.29| 25.84C 1004.41| 23.31C 1005.87| dv<1.24 0.74 9.57> r<0.03 0.00 0.01>
20.10.19 05:22:19.700 37.663109N 122.489273W 28.52C 1005.29| 25.84C 1004.42| 23.30C 1005.90| dv<1.26 0.75 9.64> r<0.03 0.00 0.01>
20.10.19 05:22:19.800 37.663109N 122.489273W 28.53C 1005.30| 25.84C 1004.39| 23.26C 1005.86| dv<1.22 0.73 9.64> r<0.03 0.00 0.01>
20.10.19 05:22:19.900 37.663109N 122.489273W 28.53C 1005.30| 25.85C 1004.39| 23.25C 1005.88| dv<1.26 0.73 9.61> r<0.03 -0.00 0.01>
20.10.19 05:22:20.000 37.663109N 122.489273W 28.52C 1005.29| 25.84C 1004.40| 23.22C 1005.88| dv<1.27 0.71 9.64> r<0.02 -0.00 0.01>
20.10.19 05:22:20.100 37.663109N 122.489273W 28.52C 1005.27| 25.85C 1004.41| 23.20C 1005.88| dv<1.24 0.73 9.60> r<0.02 0.00 0.01>
20.10.19 05:22:20.200 37.663109N 122.489273W 28.53C 1005.29| 25.84C 1004.39| 23.17C 1005.86| dv<1.26 0.70 9.57> r<0.03 0.00 0.01>
20.10.19 05:22:20.300 37.663109N 122.489273W 28.52C 1005.29| 25.85C 1004.40| 23.17C 1005.86| dv<1.24 0.71 9.66> r<0.03 -0.00 0.01>
20.10.19 05:22:20.400 37.663109N 122.489273W 28.52C 1005.28| 25.85C 1004.39| 23.14C 1005.89| dv<1.23 0.72 9.64> r<0.02 -0.00 0.01>
